,gender_F,gender_M,gender_O,age,income,user_id,became_member_year,total_amt,offer_1_received,offer_1_viewed,offer_1_completed,offer_2_received,offer_2_viewed,offer_2_completed,offer_3_received,offer_3_viewed,offer_3_completed,offer_4_received,offer_4_viewed,offer_4_completed,offer_5_received,offer_5_viewed,offer_5_completed,offer_6_received,offer_6_viewed,offer_6_completed,offer_7_received,offer_7_viewed,offer_7_completed,offer_8_received,offer_8_viewed,offer_8_completed,offer_9_received,offer_9_viewed,offer_9_completed,offer_10_received,offer_10_viewed,offer_10_completed
2489,1,0,0,24,44000.0,2490,2017,7.22,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1
2490,0,1,0,43,65404.9915682968,2491,2015,2.35,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0
2491,1,0,0,63,92000.0,2492,2016,27.57,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
2492,1,0,0,57,76000.0,2493,2014,30.01,0,0,0,0,0,0,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2493,0,1,0,34,38000.0,2494,2017,7.01,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,2,2,1,0,0,0
2494,1,0,0,52,93000.0,2495,2016,24.91,0,0,0,1,1,1,1,0,0,0,0,0,2,0,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2495,0,1,0,66,54000.0,2496,2017,6.4,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2496,1,0,0,73,71000.0,2497,2016,22.71,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2497,1,0,0,60,62000.0,2498,2016,22.2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2498,0,1,0,39,33000.0,2499,2016,2.39,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,2,1,0,0,0,1,1,0,0,0,0,1,0,0
2499,0,1,0,40,82000.0,2500,2017,32.24,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,2,2,1,0,0,0
2500,0,1,0,76,62000.0,2501,2017,11.25,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0
2501,0,1,0,83,70000.0,2502,2014,3.74,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1
2502,0,1,0,62,65404.9915682968,2503,2016,1.04,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
2503,0,1,0,58,56000.0,2504,2014,17.16,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0
2504,1,0,0,62,85000.0,2505,2018,29.42,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
2505,1,0,0,70,37000.0,2506,2018,2.14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2506,1,0,0,58,54000.0,2507,2017,9.31,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
2507,0,1,0,55,35000.0,2508,2017,1.6099999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,3,0,1,1,0
2508,1,0,0,73,82000.0,2509,2017,22.19,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2509,1,0,0,48,61000.0,2510,2017,18.18,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0
2510,1,0,0,74,77000.0,2511,2016,33.52,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,1,0,1
2511,0,1,0,32,52000.0,2512,2018,4.9,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0
2512,1,0,0,70,58000.0,2513,2017,18.25,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,2,2,2,0,0,0,0,0,0,1,1,1,0,0,0
2513,0,1,0,49,30000.0,2514,2017,13.71,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2514,0,1,0,75,65404.9915682968,2515,2018,0.78,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
2515,0,1,0,78,51000.0,2516,2016,5.23,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1
2516,1,0,0,76,57000.0,2517,2017,12.77,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
2517,0,0,1,87,65404.9915682968,2518,2017,3.61,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
2518,1,0,0,90,43000.0,2519,2015,13.95,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2
2519,1,0,0,56,111000.0,2520,2017,19.32,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0
2520,1,0,0,68,80000.0,2521,2018,24.53,0,0,0,1,1,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2521,0,1,0,68,100000.0,2522,2018,24.31,0,0,0,1,1,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2522,0,1,0,47,57000.0,2523,2018,18.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0
2523,0,1,0,65,58000.0,2524,2015,13.22,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
2524,1,0,0,54,63000.0,2525,2016,22.34,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,2,2,2
2525,1,0,0,73,49000.0,2526,2017,1.65,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2526,1,0,0,67,65404.9915682968,2527,2018,0.0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2527,1,0,0,73,52000.0,2528,2017,2.19,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2528,1,0,0,58,65000.0,2529,2017,16.28,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0
2529,1,0,0,42,90000.0,2530,2018,19.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1
2530,0,1,0,31,60000.0,2531,2017,2.96,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2531,0,1,0,78,50000.0,2532,2018,10.75,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2532,0,1,0,58,45000.0,2533,2016,21.11,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0
2533,0,1,0,48,119000.0,2534,2017,38.38,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0
2534,1,0,0,65,50000.0,2535,2017,10.41,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2535,1,0,0,67,54000.0,2536,2014,6.64,0,0,0,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0
2536,1,0,0,62,69000.0,2537,2018,18.44,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0
2537,0,1,0,28,54000.0,2538,2017,7.86,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0
2538,0,1,0,58,115000.0,2539,2016,27.5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
2539,0,1,0,62,65404.9915682968,2540,2017,2.42,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0
2540,0,1,0,47,52000.0,2541,2017,6.36,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2541,1,0,0,61,62000.0,2542,2017,11.6,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0
2542,1,0,0,59,76000.0,2543,2016,25.26,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,1,0,0,0,0,1,1,1
2543,0,1,0,41,89000.0,2544,2017,685.07,3,2,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2544,0,1,0,73,61000.0,2545,2018,19.03,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1
2545,1,0,0,50,65404.9915682968,2546,2017,1.42,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2546,0,1,0,51,57000.0,2547,2018,6.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,1,1,1,0,0,0,0,0,0,0
2547,1,0,0,88,88000.0,2548,2018,29.67,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1
2548,1,0,0,59,65404.9915682968,2549,2016,2.92,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2549,0,1,0,62,76000.0,2550,2015,17.56,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2550,0,1,0,55,70000.0,2551,2015,27.15,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
2551,1,0,0,54,75000.0,2552,2017,20.68,1,1,1,0,0,0,1,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
2552,0,1,0,41,42000.0,2553,2017,7.54,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
2553,0,1,0,53,65404.9915682968,2554,2018,3.31,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2554,1,0,0,73,83000.0,2555,2016,10.12,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0
2555,1,0,0,66,92000.0,2556,2015,24.73,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
2556,0,1,0,46,50000.0,2557,2016,3.21,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0
2557,0,1,0,34,39000.0,2558,2016,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0
2558,0,1,0,74,49000.0,2559,2017,4.71,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2559,1,0,0,45,80000.0,2560,2014,23.47,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,2,2,2
2560,1,0,0,25,54000.0,2561,2017,12.87,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0
2561,0,1,0,90,51000.0,2562,2016,13.29,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,2,2,1,1,1,0,0,0,1,1,1,0,0,0
2562,1,0,0,23,31000.0,2563,2015,14.07,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
2563,1,0,0,59,90000.0,2564,2016,19.49,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,0,0,0,0,0,0,0
2564,0,1,0,52,53000.0,2565,2018,9.07,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
2565,1,0,0,79,55000.0,2566,2016,4.88,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1
2566,0,1,0,84,37000.0,2567,2016,4.14,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0
2567,1,0,0,27,68000.0,2568,2018,2.48,0,0,0,2,2,0,0,0,0,1,1,1,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2568,0,1,0,42,73000.0,2569,2018,2.86,1,1,0,0,0,0,2,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2569,1,0,0,64,93000.0,2570,2017,27.35,0,0,0,0,0,0,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2570,0,1,0,30,63000.0,2571,2014,0.11,0,0,0,1,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2571,0,0,1,44,65404.9915682968,2572,2018,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,2,2,0
2572,1,0,0,57,46000.0,2573,2018,4.1,1,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2573,0,1,0,37,46000.0,2574,2014,1.37,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2574,0,1,0,64,110000.0,2575,2016,33.81,1,1,1,1,1,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2575,1,0,0,51,78000.0,2576,2018,22.65,0,0,0,2,2,1,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2576,0,1,0,53,74000.0,2577,2015,13.41,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2577,0,1,0,19,50000.0,2578,2018,3.95,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0
2578,0,1,0,43,71000.0,2579,2017,23.81,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,2,2
2579,0,1,0,28,60000.0,2580,2017,5.32,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0
2580,0,1,0,35,48000.0,2581,2018,9.73,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0
2581,0,1,0,47,62000.0,2582,2017,4.83,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,1,0,0,0,0,0
2582,0,1,0,39,51000.0,2583,2015,21.07,0,0,0,0,0,0,1,1,0,1,1,0,2,1,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
2583,0,1,0,44,90000.0,2584,2017,15.73,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
2584,0,1,0,45,87000.0,2585,2014,22.99,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,1,1,1
2585,1,0,0,85,87000.0,2586,2017,15.68,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2586,0,1,0,52,57000.0,2587,2017,1.42,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0
2587,0,1,0,19,62000.0,2588,2017,16.39,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1
2588,0,1,0,22,35000.0,2589,2017,8.61,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
2589,0,1,0,20,32000.0,2590,2017,4.33,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
2590,1,0,0,63,75000.0,2591,2018,29.21,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
2591,0,1,0,56,92000.0,2592,2018,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,2,2,0,1,1,0,0,0,0,0,0,0
2592,0,1,0,62,47000.0,2593,2017,4.36,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0
2593,1,0,0,54,53000.0,2594,2015,9.46,2,2,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2594,0,1,0,58,66000.0,2595,2015,13.25,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0
2595,0,1,0,45,90000.0,2596,2016,25.16,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
2596,1,0,0,77,64000.0,2597,2017,27.0,1,1,1,0,0,0,0,0,0,1,1,1,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0
2597,1,0,0,59,35000.0,2598,2015,14.94,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1
2598,0,1,0,51,65000.0,2599,2017,3.54,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0
2599,0,1,0,68,38000.0,2600,2018,14.93,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
2600,0,1,0,26,31000.0,2601,2016,4.32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,2,0,1
2601,0,0,1,50,65404.9915682968,2602,2017,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2602,0,1,0,51,82000.0,2603,2015,29.88,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,1,0,0,0,0,0,0,2,2,2,0,0,0
2603,1,0,0,61,78000.0,2604,2016,14.27,0,0,0,1,1,1,0,0,0,2,2,2,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
2604,1,0,0,61,97000.0,2605,2016,22.23,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,2,2,2,0,0,0
2605,1,0,0,54,75000.0,2606,2018,20.42,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2606,1,0,0,49,84000.0,2607,2013,21.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,1,1,0,1,1,1
2607,0,1,0,32,65404.9915682968,2608,2018,0.21,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0
2608,1,0,0,70,65404.9915682968,2609,2018,1.06,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
2609,0,1,0,53,33000.0,2610,2018,1.44,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2610,0,1,0,44,84000.0,2611,2015,22.27,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,2,2,0,0,0,1,1,1,0,0,0
2611,0,1,0,24,32000.0,2612,2017,4.46,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
2612,1,0,0,56,52000.0,2613,2017,9.22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1
2613,1,0,0,79,91000.0,2614,2017,43.12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,1,1,1,1
2614,0,1,0,51,79000.0,2615,2016,25.18,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
2615,1,0,0,37,61000.0,2616,2018,2.7199999999999998,2,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
2616,0,1,0,39,69000.0,2617,2018,1.56,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
2617,1,0,0,56,73000.0,2618,2018,12.09,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0
2618,0,1,0,36,41000.0,2619,2017,4.68,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0
2619,0,1,0,70,113000.0,2620,2017,21.91,0,0,0,1,1,1,0,0,0,0,0,0,2,1,2,2,1,2,0,0,0,0,0,0,1,1,1,0,0,0
2620,0,1,0,58,32000.0,2621,2016,1.31,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,2,2,0,0,0,0,1,0,0
2621,0,1,0,33,35000.0,2622,2018,0.88,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2622,0,1,0,73,70000.0,2623,2018,29.09,0,0,0,2,2,2,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2623,0,0,1,57,65000.0,2624,2017,9.43,2,2,2,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2624,0,1,0,31,47000.0,2625,2017,2.16,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0
2625,0,1,0,62,33000.0,2626,2017,4.88,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
2626,1,0,0,46,33000.0,2627,2018,4.65,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
2627,0,1,0,27,66000.0,2628,2017,2.38,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
2628,0,1,0,62,35000.0,2629,2013,7.43,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0
2629,0,1,0,26,63000.0,2630,2017,4.84,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0
2630,0,1,0,68,39000.0,2631,2018,3.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0
2631,0,1,0,55,102000.0,2632,2017,33.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2632,1,0,0,65,49000.0,2633,2017,1.72,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2633,0,1,0,48,60000.0,2634,2018,18.73,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,2,2,1,0,0,0
2634,1,0,0,55,77000.0,2635,2017,25.16,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0
2635,0,1,0,56,80000.0,2636,2017,21.31,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
2636,0,1,0,20,59000.0,2637,2015,1.03,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0
2637,1,0,0,59,81000.0,2638,2016,17.83,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0
2638,1,0,0,49,81000.0,2639,2016,22.9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
2639,1,0,0,70,37000.0,2640,2017,7.62,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2640,0,1,0,52,95000.0,2641,2016,26.73,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,1,2
2641,0,1,0,76,65404.9915682968,2642,2017,0.1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
2642,1,0,0,34,65404.9915682968,2643,2017,1.45,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
2643,1,0,0,65,65404.9915682968,2644,2017,1.26,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0
2644,0,1,0,43,45000.0,2645,2015,3.03,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2645,0,1,0,24,53000.0,2646,2015,0.71,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,2,1,1
2646,1,0,0,62,88000.0,2647,2017,18.88,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
