,user_id,offer_id,completion_time
17027,4575,7,0.0
17028,4575,10,0.0
17029,4576,2,0.0
17030,4576,4,0.0
17031,4576,5,0.0
17032,4577,3,33.0
17033,4577,6,168.0
17034,4578,2,60.0
17035,4578,9,60.0
17036,4578,10,56.0
17037,4579,2,42.0
17038,4579,8,18.0
17039,4580,3,0.0
17040,4580,4,150.0
17041,4580,6,0.0
17042,4580,9,76.0
17043,4581,1,0.0
17044,4581,2,0.0
17045,4581,3,0.0
17046,4581,6,84.0
17047,4581,10,0.0
17048,4582,1,-24.0
17049,4582,5,0.0
17050,4583,4,0.0
17051,4583,7,240.0
17052,4583,9,0.0
17053,4584,1,168.0
17054,4584,2,120.0
17055,4584,3,0.0
17056,4584,7,-12.0
17057,4585,3,0.0
17058,4585,4,0.0
17059,4585,6,0.0
17060,4585,7,0.0
17061,4585,8,0.0
17062,4586,1,0.0
17063,4586,5,240.0
17064,4586,9,0.0
17065,4587,2,0.0
17066,4587,6,0.0
17067,4587,7,108.0
17068,4587,10,0.0
17069,4588,8,-48.0
17070,4588,9,60.0
17071,4588,10,0.0
17072,4589,1,6.0
17073,4589,2,120.0
17074,4589,3,12.0
17075,4590,2,120.0
17076,4590,3,30.0
17077,4590,6,168.0
17078,4590,9,0.0
17079,4591,1,0.0
17080,4591,2,0.0
17081,4591,5,0.0
17082,4592,2,0.0
17083,4592,6,120.0
17084,4593,3,18.0
17085,4593,5,240.0
17086,4593,9,0.0
17087,4593,10,168.0
17088,4594,2,0.0
17089,4594,5,0.0
17090,4594,8,0.0
17091,4594,9,0.0
17092,4594,10,0.0
17093,4595,4,0.0
17094,4595,8,0.0
17095,4595,9,0.0
17096,4595,10,0.0
17097,4596,2,120.0
17098,4596,3,0.0
17099,4596,4,168.0
17100,4596,5,240.0
17101,4596,8,-30.0
17102,4597,4,112.0
17103,4597,8,0.0
17104,4597,10,168.0
17105,4598,3,0.0
17106,4598,4,0.0
17107,4598,5,0.0
17108,4599,5,0.0
17109,4599,8,0.0
17110,4599,9,0.0
17111,4599,10,0.0
17112,4600,1,126.0
17113,4600,6,0.0
17114,4600,8,0.0
17115,4601,3,0.0
17116,4601,7,120.0
17117,4601,8,30.0
17118,4602,1,0.0
17119,4602,2,120.0
17120,4602,4,168.0
17121,4602,7,0.0
17122,4602,10,0.0
17123,4603,3,0.0
17124,4603,7,108.0
17125,4603,8,-24.0
17126,4604,3,0.0
17127,4604,7,240.0
17128,4604,9,24.0
17129,4605,2,0.0
17130,4605,3,-18.0
17131,4605,7,-30.0
17132,4605,10,138.0
17133,4606,1,0.0
17134,4606,6,102.0
17135,4606,7,240.0
17136,4606,8,0.0
17137,4607,6,57.0
17138,4607,10,168.0
17139,4608,1,30.0
17140,4608,4,6.0
17141,4608,8,-6.0
17142,4609,3,15.0
17143,4609,6,30.0
17144,4610,1,0.0
17145,4610,3,0.0
17146,4610,4,0.0
17147,4610,6,168.0
17148,4610,7,6.0
17149,4611,1,6.0
17150,4611,2,0.0
17151,4611,3,18.0
17152,4611,4,168.0
17153,4611,8,0.0
17154,4612,2,0.0
17155,4612,4,0.0
17156,4612,5,0.0
17157,4612,6,0.0
17158,4612,7,0.0
17159,4612,9,0.0
17160,4613,6,24.0
17161,4614,1,84.0
17162,4614,2,24.0
17163,4614,6,12.0
17164,4615,3,0.0
17165,4615,6,0.0
17166,4615,7,240.0
17167,4616,2,0.0
17168,4616,3,0.0
17169,4616,6,0.0
17170,4616,7,0.0
17171,4616,8,0.0
17172,4617,3,0.0
17173,4617,4,0.0
17174,4617,6,0.0
17175,4618,4,0.0
17176,4618,6,114.0
17177,4618,9,60.0
17178,4619,1,54.0
17179,4619,3,6.0
17180,4619,4,168.0
17181,4619,7,100.0
17182,4620,1,84.0
17183,4620,3,0.0
17184,4620,4,84.0
17185,4620,5,240.0
17186,4620,10,90.0
17187,4621,5,0.0
17188,4621,7,0.0
17189,4621,8,0.0
17190,4621,10,0.0
17191,4622,7,159.0
17192,4623,1,-24.0
17193,4623,6,60.0
17194,4624,2,0.0
17195,4624,7,54.0
17196,4624,10,0.0
17197,4625,2,6.0
17198,4625,4,6.0
17199,4625,9,0.0
17200,4625,10,-42.0
17201,4626,2,84.0
17202,4626,8,6.0
17203,4627,2,-6.0
17204,4627,3,0.0
17205,4627,5,240.0
17206,4627,9,12.0
17207,4628,3,0.0
17208,4628,5,240.0
17209,4628,6,18.0
17210,4628,9,0.0
17211,4629,4,0.0
17212,4629,8,-12.0
17213,4630,2,120.0
17214,4630,7,-12.0
17215,4630,8,0.0
17216,4630,10,0.0
17217,4631,2,0.0
17218,4631,3,0.0
17219,4631,9,0.0
17220,4632,2,0.0
17221,4632,3,84.0
17222,4633,4,24.0
17223,4633,5,106.0
17224,4633,7,120.0
17225,4634,2,0.0
17226,4634,3,0.0
17227,4634,4,-42.0
17228,4634,6,108.0
17229,4634,7,72.0
17230,4635,2,0.0
17231,4635,5,0.0
17232,4636,2,0.0
17233,4636,3,0.0
17234,4636,5,240.0
17235,4637,2,84.0
17236,4637,3,0.0
17237,4637,4,12.0
17238,4637,7,240.0
17239,4637,10,84.0
17240,4638,2,0.0
17241,4638,4,75.0
17242,4638,5,0.0
17243,4638,6,108.0
17244,4639,2,0.0
17245,4639,3,0.0
17246,4639,7,0.0
17247,4639,8,0.0
17248,4639,9,0.0
17249,4640,3,0.0
17250,4640,5,0.0
17251,4640,10,0.0
17252,4641,2,0.0
17253,4641,8,0.0
17254,4641,10,0.0
17255,4642,3,0.0
17256,4642,6,0.0
17257,4642,7,240.0
17258,4642,8,12.0
17259,4643,1,0.0
17260,4643,4,30.0
17261,4643,7,132.0
17262,4643,8,-21.0
17263,4644,5,0.0
17264,4644,9,0.0
17265,4644,10,0.0
17266,4645,5,240.0
17267,4645,9,12.0
17268,4645,10,18.0
17269,4646,3,-3.0
17270,4646,6,0.0
17271,4646,7,72.0
17272,4646,10,0.0
17273,4647,2,0.0
17274,4647,3,0.0
17275,4647,5,0.0
17276,4647,7,240.0
17277,4647,9,42.0
17278,4648,1,0.0
17279,4648,3,0.0
17280,4648,6,126.0
17281,4648,8,0.0
17282,4649,3,0.0
17283,4649,4,0.0
17284,4650,2,0.0
17285,4650,4,168.0
17286,4650,5,240.0
17287,4650,6,168.0
17288,4650,9,18.0
17289,4651,1,0.0
17290,4651,7,0.0
17291,4651,8,0.0
17292,4651,9,0.0
17293,4652,1,0.0
17294,4652,6,0.0
17295,4652,10,0.0
17296,4653,1,30.0
17297,4653,2,0.0
17298,4653,3,30.0
17299,4653,7,36.0
17300,4653,9,0.0
17301,4654,1,168.0
17302,4654,5,30.0
17303,4654,6,12.0
17304,4655,1,168.0
17305,4655,2,-18.0
17306,4655,4,57.0
17307,4655,10,114.0
17308,4656,2,0.0
17309,4656,5,0.0
17310,4656,6,42.0
17311,4656,9,0.0
17312,4657,1,0.0
17313,4657,4,0.0
17314,4657,6,132.0
17315,4658,1,160.5
17316,4658,10,24.0
17317,4659,1,24.0
17318,4659,5,0.0
17319,4659,6,0.0
17320,4659,7,240.0
17321,4659,10,96.0
17322,4660,1,0.0
17323,4660,4,0.0
17324,4660,5,0.0
17325,4660,6,0.0
17326,4660,9,60.0
17327,4661,2,0.0
17328,4661,3,0.0
17329,4661,6,57.0
17330,4661,7,240.0
17331,4662,3,6.0
17332,4662,6,168.0
17333,4662,9,0.0
17334,4662,10,168.0
17335,4663,1,0.0
17336,4663,3,0.0
17337,4663,6,18.0
17338,4664,2,120.0
17339,4664,6,168.0
17340,4664,7,69.0
17341,4665,2,0.0
17342,4665,3,0.0
17343,4665,6,162.0
17344,4665,8,0.0
17345,4665,10,0.0
17346,4666,4,0.0
17347,4666,5,240.0
17348,4666,8,30.0
17349,4666,9,111.0
17350,4667,2,0.0
17351,4667,3,0.0
17352,4667,7,0.0
17353,4667,10,0.0
17354,4668,2,0.0
17355,4668,3,0.0
17356,4668,4,0.0
17357,4668,8,6.0
17358,4669,6,0.0
17359,4669,7,0.0
17360,4670,5,240.0
17361,4670,6,108.0
17362,4670,7,84.0
17363,4670,10,0.0
17364,4671,2,42.0
17365,4671,3,30.0
17366,4671,5,0.0
17367,4671,8,30.0
17368,4671,10,0.0
17369,4672,2,-30.0
17370,4672,5,240.0
17371,4672,7,12.0
17372,4672,9,120.0
17373,4673,3,18.0
17374,4673,7,30.0
17375,4673,10,9.0
17376,4674,2,120.0
17377,4674,3,0.0
17378,4674,8,-6.0
17379,4674,9,72.0
17380,4674,10,-54.0
17381,4675,7,0.0
17382,4675,8,0.0
17383,4675,9,0.0
17384,4676,1,-12.0
17385,4676,4,168.0
17386,4676,6,0.0
17387,4676,7,240.0
17388,4676,10,168.0
17389,4677,1,0.0
17390,4677,5,0.0
17391,4677,8,18.0
17392,4677,9,120.0
17393,4678,3,0.0
17394,4678,5,72.0
17395,4678,9,56.0
17396,4679,1,168.0
17397,4679,2,120.0
17398,4679,4,0.0
17399,4679,5,108.0
17400,4680,1,0.0
17401,4680,2,0.0
17402,4680,3,0.0
17403,4680,7,156.0
17404,4681,8,0.0
17405,4681,9,120.0
17406,4682,1,-12.0
17407,4682,5,-24.0
17408,4682,6,6.0
17409,4682,7,66.0
17410,4682,8,-36.0
17411,4683,1,0.0
17412,4683,3,12.0
17413,4684,1,0.0
17414,4684,5,0.0
17415,4684,7,0.0
17416,4684,8,0.0
17417,4684,10,0.0
17418,4685,1,60.0
17419,4685,5,-108.0
17420,4685,6,105.0
17421,4685,9,54.0
17422,4686,4,0.0
17423,4686,6,90.0
17424,4686,7,0.0
17425,4686,8,12.0
17426,4686,9,9.0
17427,4687,1,0.0
17428,4687,3,-6.0
17429,4687,4,0.0
17430,4687,7,0.0
17431,4687,9,0.0
17432,4687,10,0.0
17433,4688,2,114.0
17434,4688,3,-24.0
17435,4688,4,0.0
17436,4688,6,126.0
17437,4688,8,0.0
17438,4688,9,120.0
17439,4689,1,168.0
17440,4689,2,60.0
17441,4689,5,18.0
17442,4689,6,168.0
17443,4690,1,0.0
17444,4690,3,0.0
17445,4690,6,168.0
17446,4690,8,0.0
17447,4691,2,0.0
17448,4691,5,0.0
17449,4692,2,0.0
17450,4692,5,0.0
17451,4692,7,0.0
17452,4692,9,0.0
17453,4693,1,0.0
17454,4693,3,0.0
17455,4693,7,0.0
17456,4693,8,0.0
17457,4694,2,0.0
17458,4694,3,0.0
17459,4694,4,0.0
17460,4694,5,0.0
17461,4694,8,0.0
17462,4695,4,27.0
17463,4695,7,42.0
17464,4695,9,120.0
17465,4696,7,3.0
17466,4696,8,0.0
17467,4696,10,99.0
17468,4697,1,84.0
17469,4697,2,0.0
17470,4697,7,0.0
17471,4697,8,0.0
17472,4698,1,0.0
17473,4698,4,0.0
17474,4698,5,0.0
17475,4698,8,0.0
17476,4698,10,0.0
17477,4699,2,0.0
17478,4699,5,0.0
17479,4699,8,0.0
17480,4699,10,0.0
17481,4700,5,120.0
17482,4700,6,30.0
17483,4700,7,102.0
17484,4700,10,0.0
17485,4701,2,12.0
17486,4701,6,44.0
17487,4701,7,240.0
17488,4701,10,0.0
17489,4702,4,6.0
17490,4702,5,108.0
17491,4702,6,94.0
17492,4702,8,0.0
17493,4703,5,0.0
17494,4703,8,12.0
17495,4703,9,0.0
17496,4703,10,0.0
17497,4704,1,6.0
17498,4704,4,168.0
17499,4704,8,0.0
17500,4704,9,3.0
17501,4705,1,0.0
17502,4705,6,168.0
17503,4705,8,0.0
17504,4706,3,0.0
17505,4706,4,36.0
17506,4706,8,0.0
17507,4706,9,120.0
17508,4707,2,-12.0
17509,4707,4,168.0
17510,4707,7,36.0
17511,4707,8,-6.0
17512,4708,2,0.0
17513,4708,4,0.0
17514,4708,5,0.0
17515,4708,10,168.0
17516,4709,2,0.0
17517,4709,5,0.0
17518,4710,1,0.0
17519,4710,5,0.0
17520,4710,8,0.0
17521,4710,10,0.0
17522,4711,5,120.0
17523,4711,8,54.0
17524,4711,9,84.0
17525,4712,5,0.0
17526,4712,6,0.0
17527,4712,7,0.0
17528,4712,8,36.0
17529,4713,1,0.0
17530,4713,2,0.0
17531,4713,5,0.0
17532,4714,1,0.0
17533,4714,7,0.0
17534,4714,8,0.0
17535,4714,9,0.0
17536,4714,10,0.0
17537,4715,1,63.0
17538,4715,3,0.0
17539,4715,9,120.0
17540,4716,2,120.0
17541,4716,7,0.0
17542,4716,9,42.0
17543,4716,10,0.0
17544,4717,2,0.0
17545,4717,4,0.0
17546,4717,7,0.0
17547,4717,10,0.0
17548,4718,2,0.0
17549,4718,3,0.0
17550,4718,5,240.0
17551,4718,9,120.0
17552,4719,1,0.0
17553,4719,5,0.0
17554,4719,8,0.0
17555,4719,9,0.0
17556,4720,4,0.0
17557,4720,6,0.0
17558,4720,7,0.0
17559,4720,8,0.0
17560,4721,2,0.0
17561,4721,6,-6.0
17562,4722,3,18.0
17563,4722,4,-18.0
17564,4722,5,-54.0
17565,4722,8,0.0
17566,4723,5,48.0
17567,4723,8,0.0
17568,4723,9,66.0
17569,4723,10,54.0
17570,4724,1,0.0
17571,4724,3,0.0
17572,4724,6,0.0
17573,4724,9,0.0
17574,4725,1,84.0
17575,4725,2,42.0
17576,4725,3,0.0
17577,4726,1,12.0
17578,4726,4,0.0
17579,4726,8,0.0
17580,4727,2,120.0
17581,4727,3,0.0
17582,4727,5,0.0
17583,4727,6,0.0
17584,4727,7,78.0
17585,4728,1,90.0
17586,4728,4,3.0
17587,4728,8,30.0
17588,4729,1,-36.0
17589,4729,3,18.0
17590,4729,4,0.0
17591,4729,7,78.0
17592,4730,2,0.0
17593,4730,4,42.0
17594,4730,8,0.0
17595,4730,9,0.0
17596,4731,3,-24.0
17597,4731,4,12.0
17598,4731,7,36.0
17599,4731,8,0.0
17600,4731,9,60.0
17601,4732,3,0.0
17602,4732,4,0.0
17603,4732,7,0.0
17604,4733,3,-12.0
17605,4733,7,240.0
17606,4733,8,0.0
17607,4733,9,0.0
17608,4733,10,0.0
17609,4734,2,0.0
17610,4734,3,0.0
17611,4734,5,0.0
17612,4734,9,0.0
17613,4735,2,0.0
17614,4735,3,0.0
17615,4735,9,45.0
17616,4735,10,0.0
17617,4736,1,168.0
17618,4736,3,0.0
17619,4736,5,240.0
17620,4736,7,111.0
17621,4737,3,0.0
17622,4737,5,156.0
17623,4737,6,0.0
17624,4737,7,0.0
17625,4737,8,0.0
17626,4737,10,0.0
17627,4738,1,18.0
17628,4738,2,0.0
17629,4738,7,102.0
17630,4739,2,15.0
17631,4739,4,0.0
17632,4739,6,12.0
17633,4739,7,120.0
17634,4739,8,0.0
17635,4740,3,-6.0
17636,4740,4,0.0
17637,4740,6,0.0
17638,4741,6,51.0
17639,4741,9,12.0
17640,4742,4,168.0
17641,4742,6,108.0
17642,4742,7,15.0
17643,4742,8,15.0
17644,4743,3,0.0
17645,4743,4,0.0
17646,4743,7,0.0
17647,4743,8,0.0
17648,4744,2,0.0
17649,4744,4,12.0
17650,4744,6,168.0
17651,4744,8,0.0
17652,4745,2,120.0
17653,4745,3,30.0
17654,4745,6,168.0
17655,4746,2,120.0
17656,4746,6,0.0
17657,4746,7,114.0
17658,4746,8,-9.0
17659,4747,3,0.0
17660,4747,6,0.0
17661,4748,5,0.0
17662,4748,9,0.0
17663,4748,10,0.0
17664,4749,2,0.0
17665,4749,4,-26.0
17666,4749,10,0.0
17667,4750,1,0.0
17668,4750,2,0.0
17669,4750,6,72.0
17670,4750,7,240.0
17671,4751,6,12.0
17672,4751,7,240.0
17673,4751,8,0.0
17674,4752,5,0.0
17675,4752,7,54.0
17676,4752,8,18.0
17677,4753,2,0.0
17678,4753,5,0.0
17679,4753,8,0.0
17680,4754,1,168.0
17681,4754,4,60.0
17682,4754,8,0.0
17683,4755,4,0.0
17684,4755,5,0.0
17685,4755,8,6.0
17686,4755,10,0.0
17687,4756,1,78.0
17688,4756,6,168.0
17689,4756,8,-6.0
17690,4756,9,99.0
17691,4757,3,0.0
17692,4757,4,90.0
17693,4757,7,12.0
17694,4757,8,0.0
17695,4757,9,72.0
17696,4758,2,0.0
17697,4758,3,24.0
17698,4758,6,168.0
17699,4759,6,102.0
17700,4759,8,0.0
17701,4759,9,30.0
17702,4760,5,240.0
17703,4760,6,-12.0
17704,4760,8,12.0
17705,4760,9,120.0
17706,4761,8,0.0
17707,4761,10,0.0
17708,4762,3,0.0
17709,4762,7,0.0
17710,4762,9,0.0
17711,4763,2,0.0
17712,4763,4,0.0
17713,4763,8,18.0
17714,4763,9,0.0
17715,4764,1,168.0
17716,4764,7,240.0
17717,4764,8,0.0
17718,4764,9,0.0
17719,4765,1,0.0
17720,4765,2,0.0
17721,4765,3,0.0
17722,4765,4,168.0
17723,4765,8,24.0
17724,4765,10,168.0
17725,4766,1,0.0
17726,4766,2,0.0
17727,4766,3,0.0
17728,4766,6,0.0
17729,4767,2,60.0
17730,4767,5,240.0
17731,4767,6,117.0
17732,4767,10,0.0
17733,4768,5,0.0
17734,4768,6,0.0
17735,4768,7,0.0
17736,4769,1,168.0
17737,4769,2,18.0
17738,4769,7,36.0
17739,4769,8,0.0
17740,4769,9,0.0
17741,4770,1,0.0
17742,4770,3,0.0
17743,4770,9,0.0
17744,4771,2,6.0
17745,4771,4,168.0
17746,4771,9,120.0
17747,4771,10,102.0
17748,4772,6,0.0
17749,4772,9,0.0
17750,4773,2,0.0
17751,4773,4,0.0
17752,4774,1,144.0
17753,4774,5,240.0
17754,4774,7,240.0
17755,4774,9,60.0
17756,4775,4,168.0
17757,4775,6,69.0
17758,4776,9,0.0
17759,4776,10,0.0
17760,4777,1,0.0
17761,4777,3,0.0
17762,4777,6,6.0
17763,4777,8,0.0
17764,4778,1,0.0
17765,4778,2,0.0
17766,4778,4,168.0
17767,4778,5,0.0
17768,4778,6,48.0
17769,4779,1,0.0
17770,4779,7,24.0
17771,4779,8,0.0
17772,4780,3,0.0
17773,4780,5,0.0
17774,4780,9,60.0
17775,4780,10,0.0
17776,4781,1,0.0
17777,4781,3,0.0
17778,4781,8,0.0
17779,4781,9,6.0
17780,4781,10,168.0
17781,4782,1,0.0
17782,4782,5,0.0
17783,4782,6,0.0
17784,4782,9,0.0
17785,4783,2,66.0
17786,4783,3,-12.0
17787,4783,6,18.0
17788,4783,8,15.0
17789,4783,10,42.0
17790,4784,2,30.0
17791,4784,8,0.0
17792,4784,9,96.0
17793,4785,4,168.0
17794,4785,7,0.0
17795,4785,8,0.0
17796,4786,4,168.0
17797,4786,5,0.0
17798,4786,9,0.0
17799,4786,10,120.0
17800,4787,1,0.0
17801,4787,4,168.0
17802,4788,3,0.0
17803,4788,6,168.0
17804,4788,8,0.0
17805,4789,2,0.0
17806,4789,4,0.0
17807,4789,7,0.0
17808,4789,8,0.0
17809,4789,9,0.0
17810,4790,1,-6.0
17811,4790,2,60.0
17812,4790,6,84.0
17813,4790,7,6.0
17814,4790,8,6.0
17815,4791,1,48.0
17816,4791,2,-30.0
17817,4791,5,240.0
17818,4791,6,90.0
17819,4791,8,36.0
17820,4792,5,0.0
17821,4792,7,0.0
17822,4792,8,0.0
17823,4792,10,0.0
17824,4793,1,-36.0
17825,4793,3,0.0
17826,4793,8,0.0
17827,4793,9,12.0
17828,4794,1,0.0
17829,4794,5,0.0
17830,4794,7,0.0
17831,4795,4,168.0
17832,4795,9,-12.0
17833,4795,10,0.0
17834,4796,3,6.0
17835,4796,7,120.0
17836,4796,9,0.0
17837,4797,3,0.0
17838,4797,4,-45.0
17839,4797,5,180.0
17840,4798,3,0.0
17841,4798,6,24.0
17842,4798,10,0.0
17843,4799,2,0.0
17844,4799,4,168.0
17845,4799,5,0.0
17846,4799,9,42.0
17847,4800,1,42.0
17848,4800,2,120.0
17849,4800,4,18.0
17850,4800,7,240.0
17851,4800,10,18.0
17852,4801,1,12.0
17853,4801,7,12.0
17854,4801,9,-24.0
17855,4802,1,84.0
17856,4802,2,72.0
17857,4802,3,0.0
17858,4802,7,240.0
17859,4803,1,84.0
17860,4803,3,0.0
17861,4803,4,168.0
17862,4803,9,0.0
17863,4804,1,0.0
17864,4804,3,0.0
17865,4804,4,0.0
17866,4804,8,0.0
17867,4804,9,0.0
17868,4805,3,0.0
17869,4805,4,0.0
17870,4805,6,114.0
17871,4805,7,0.0
17872,4805,10,0.0
17873,4806,4,48.0
17874,4806,7,110.0
17875,4807,1,0.0
17876,4807,2,0.0
17877,4807,4,168.0
17878,4807,5,240.0
17879,4807,6,168.0
17880,4807,8,0.0
17881,4808,2,0.0
17882,4808,4,0.0
17883,4808,9,0.0
17884,4809,3,36.0
17885,4809,4,0.0
17886,4809,10,0.0
17887,4810,1,-6.0
17888,4810,3,12.0
17889,4810,8,0.0
17890,4811,1,0.0
17891,4811,2,0.0
17892,4811,10,84.0
17893,4812,3,0.0
17894,4812,5,0.0
17895,4812,6,0.0
17896,4812,7,0.0
17897,4812,9,0.0
17898,4813,3,0.0
17899,4813,6,0.0
17900,4813,7,0.0
17901,4813,8,0.0
17902,4813,10,0.0
17903,4814,7,42.0
17904,4814,8,42.0
17905,4814,9,36.0
17906,4815,4,168.0
17907,4815,6,42.0
17908,4815,7,0.0
17909,4815,10,-54.0
17910,4816,4,0.0
17911,4816,5,0.0
17912,4816,7,0.0
17913,4816,8,0.0
17914,4817,1,30.0
17915,4817,2,18.0
17916,4817,3,0.0
17917,4817,5,0.0
17918,4817,8,12.0
17919,4818,1,0.0
17920,4818,4,0.0
17921,4818,8,0.0
17922,4818,10,0.0
17923,4819,3,36.0
17924,4819,4,0.0
17925,4819,7,24.0
17926,4819,8,0.0
17927,4820,1,76.0
17928,4820,5,36.0
17929,4820,6,168.0
17930,4820,7,-12.0
17931,4820,10,6.0
17932,4821,1,12.0
17933,4821,2,-6.0
17934,4821,3,0.0
17935,4821,6,84.0
17936,4821,8,0.0
17937,4821,10,-42.0
17938,4822,1,168.0
17939,4822,7,6.0
17940,4822,9,54.0
17941,4823,3,0.0
17942,4823,4,0.0
17943,4823,5,0.0
17944,4824,1,168.0
17945,4824,3,0.0
17946,4824,7,240.0
17947,4824,8,0.0
17948,4825,1,0.0
17949,4825,4,0.0
17950,4825,6,168.0
17951,4825,9,0.0
17952,4825,10,0.0
17953,4826,3,0.0
17954,4826,7,240.0
17955,4826,8,0.0
17956,4826,9,120.0
17957,4827,1,-51.0
17958,4827,3,0.0
17959,4827,4,84.0
17960,4827,7,24.0
17961,4828,3,0.0
17962,4828,9,120.0
17963,4829,1,87.0
17964,4829,2,15.0
17965,4829,5,240.0
17966,4830,4,0.0
17967,4830,6,0.0
17968,4830,8,48.0
17969,4831,2,-60.0
17970,4831,4,6.0
17971,4831,5,15.0
17972,4831,7,18.0
17973,4831,8,6.0
17974,4832,2,12.0
17975,4832,7,24.0
17976,4832,8,3.0
17977,4832,9,30.0
17978,4833,2,120.0
17979,4833,6,168.0
17980,4833,7,126.0
17981,4834,1,78.0
17982,4834,2,60.0
17983,4834,6,30.0
17984,4835,4,6.0
17985,4835,5,174.0
17986,4835,8,30.0
17987,4836,2,16.0
17988,4836,8,0.0
17989,4837,3,0.0
17990,4837,7,60.0
17991,4837,8,0.0
17992,4837,9,-90.0
17993,4838,6,0.0
17994,4838,7,148.8
17995,4838,8,0.0
17996,4839,1,39.0
17997,4839,3,0.0
17998,4839,4,168.0
17999,4839,6,0.0
18000,4839,9,120.0
18001,4840,1,84.0
18002,4840,2,0.0
18003,4840,8,0.0
18004,4841,2,0.0
18005,4841,5,0.0
18006,4841,6,126.0
18007,4841,8,0.0
18008,4842,1,102.0
18009,4842,5,0.0
18010,4842,7,0.0
18011,4842,9,0.0
18012,4843,2,18.0
18013,4843,3,0.0
18014,4843,7,6.0
18015,4843,9,0.0
18016,4844,1,-6.0
18017,4844,4,84.0
18018,4844,6,54.0
18019,4844,10,168.0
18020,4845,2,0.0
18021,4845,3,84.0
18022,4845,8,0.0
18023,4846,1,0.0
18024,4846,7,0.0
18025,4846,8,0.0
18026,4846,10,0.0
18027,4847,4,-6.0
18028,4847,5,240.0
18029,4847,10,-42.0
18030,4848,3,0.0
18031,4848,5,240.0
18032,4848,9,30.0
18033,4849,2,120.0
18034,4849,7,75.0
18035,4849,8,0.0
18036,4849,9,0.0
18037,4850,2,60.0
18038,4850,3,0.0
18039,4850,6,168.0
18040,4851,1,96.0
18041,4851,2,0.0
18042,4851,5,0.0
18043,4851,7,240.0
18044,4851,9,0.0
18045,4852,2,0.0
18046,4852,7,0.0
18047,4852,9,0.0
18048,4853,2,0.0
18049,4853,7,240.0
18050,4853,8,0.0
18051,4853,10,0.0
18052,4854,2,0.0
18053,4854,4,0.0
18054,4854,5,0.0
18055,4854,6,0.0
18056,4854,8,48.0
18057,4855,4,168.0
18058,4855,7,240.0
18059,4855,9,0.0
18060,4856,4,48.0
18061,4856,5,0.0
18062,4856,8,-12.0
18063,4857,1,90.0
18064,4857,2,120.0
18065,4857,5,240.0
18066,4857,10,-30.0
18067,4858,6,120.0
18068,4859,2,0.0
18069,4859,6,168.0
18070,4859,7,6.0
18071,4859,8,0.0
18072,4859,9,30.0
18073,4860,1,60.0
18074,4860,3,-18.0
18075,4860,9,48.0
18076,4861,1,0.0
18077,4861,2,0.0
18078,4861,7,138.0
18079,4861,10,123.0
18080,4862,1,66.0
18081,4862,2,120.0
18082,4862,8,-18.0
18083,4863,1,0.0
18084,4863,4,168.0
18085,4863,6,168.0
18086,4863,9,120.0
18087,4864,4,0.0
18088,4864,8,0.0
18089,4864,9,0.0
18090,4865,1,0.0
18091,4865,3,0.0
18092,4865,6,87.0
18093,4865,8,0.0
18094,4866,1,0.0
18095,4866,2,0.0
18096,4866,4,0.0
18097,4866,8,0.0
18098,4867,2,0.0
18099,4867,8,30.0
18100,4868,2,0.0
18101,4868,6,36.0
18102,4868,9,0.0
18103,4868,10,0.0
18104,4869,2,120.0
18105,4869,4,0.0
18106,4869,6,168.0
18107,4869,8,0.0
18108,4870,3,3.0
18109,4870,9,6.0
18110,4871,3,0.0
18111,4871,5,240.0
18112,4871,6,12.0
18113,4871,8,0.0
18114,4871,9,6.0
18115,4872,1,0.0
18116,4872,2,0.0
18117,4872,3,0.0
18118,4872,6,2.0
18119,4873,2,0.0
18120,4873,3,0.0
18121,4873,8,0.0
18122,4873,9,33.0
18123,4873,10,0.0
18124,4874,3,48.0
18125,4874,5,0.0
18126,4874,6,168.0
18127,4874,8,0.0
18128,4874,10,168.0
18129,4875,1,0.0
18130,4875,4,168.0
18131,4875,6,82.0
18132,4875,9,0.0
18133,4876,3,0.0
18134,4876,6,0.0
18135,4876,8,0.0
18136,4877,2,0.0
18137,4877,4,168.0
18138,4877,5,240.0
18139,4877,10,0.0
18140,4878,3,-30.0
18141,4878,4,84.0
18142,4878,5,240.0
18143,4878,10,6.0
18144,4879,3,0.0
18145,4879,5,240.0
18146,4879,6,168.0
18147,4879,10,126.0
18148,4880,2,120.0
18149,4880,4,0.0
18150,4880,5,0.0
18151,4881,1,0.0
18152,4881,3,36.0
18153,4881,4,0.0
18154,4881,8,0.0
18155,4881,10,75.0
18156,4882,2,-6.0
18157,4882,4,33.0
18158,4882,5,240.0
18159,4882,7,240.0
18160,4882,10,30.0
18161,4883,1,0.0
18162,4883,3,0.0
18163,4883,5,0.0
18164,4883,6,132.0
18165,4884,3,0.0
18166,4884,5,0.0
18167,4884,6,6.0
18168,4884,8,6.0
18169,4884,9,0.0
18170,4885,2,0.0
18171,4885,3,-6.0
18172,4885,4,0.0
18173,4885,6,0.0
18174,4885,9,0.0
18175,4885,10,0.0
18176,4886,4,60.0
18177,4886,8,0.0
18178,4886,9,0.0
18179,4887,1,-60.0
18180,4887,9,30.0
18181,4887,10,60.0
18182,4888,3,6.0
18183,4888,6,168.0
18184,4888,8,0.0
18185,4888,10,90.0
