,gender_F,gender_M,gender_O,age,income,user_id,became_member_year,total_amt
3388,0,1,0,77,57000.0,3389,2016,11.55
3389,1,0,0,57,55000.0,3390,2017,1.26
3390,1,0,0,77,65404.9915682968,3391,2018,5.59
3391,0,1,0,54,41000.0,3392,2016,3.77
3392,1,0,0,62,89000.0,3393,2017,26.53
3393,0,1,0,50,65404.9915682968,3394,2017,1.54
3394,1,0,0,58,116000.0,3395,2018,35.93
3395,0,1,0,34,72000.0,3396,2015,18.78
3396,0,1,0,57,67000.0,3397,2016,13.3
3397,1,0,0,36,58000.0,3398,2018,2.46
3398,1,0,0,38,58000.0,3399,2017,14.44
3399,0,1,0,59,36000.0,3400,2014,3.55
3400,1,0,0,48,118000.0,3401,2017,33.94
3401,0,1,0,56,72000.0,3402,2017,22.61
3402,0,1,0,53,65404.9915682968,3403,2016,5.91
3403,0,1,0,81,76000.0,3404,2018,0.0
3404,0,1,0,78,62000.0,3405,2014,33.83
3405,0,1,0,31,51000.0,3406,2018,0.67
3406,0,1,0,23,33000.0,3407,2018,1.4100000000000001
3407,0,1,0,76,58000.0,3408,2018,3.0
3408,1,0,0,61,78000.0,3409,2018,15.01
3409,1,0,0,38,72000.0,3410,2017,11.58
3410,0,1,0,53,52000.0,3411,2017,1.48
3411,0,1,0,53,84000.0,3412,2017,35.24
3412,0,1,0,67,87000.0,3413,2017,21.12
3413,1,0,0,77,87000.0,3414,2016,19.98
3414,0,1,0,73,80000.0,3415,2016,26.96
3415,1,0,0,64,58000.0,3416,2018,2.55
3416,0,1,0,67,89000.0,3417,2018,30.94
3417,0,1,0,54,31000.0,3418,2017,3.06
3418,1,0,0,67,92000.0,3419,2017,26.65
3419,0,1,0,78,78000.0,3420,2016,25.19
3420,0,1,0,66,70000.0,3421,2016,5.62
3421,0,1,0,34,44000.0,3422,2014,4.86
3422,0,1,0,49,82000.0,3423,2017,21.14
3423,0,1,0,24,57000.0,3424,2017,2.6
3424,0,1,0,59,102000.0,3425,2017,27.39
3425,0,1,0,61,53000.0,3426,2016,5.55
3426,0,1,0,33,64000.0,3427,2017,8.63
3427,0,1,0,66,35000.0,3428,2018,3.7
3428,1,0,0,83,104000.0,3429,2018,25.77
3429,0,1,0,54,109000.0,3430,2017,17.46
3430,1,0,0,37,65404.9915682968,3431,2018,0.29
3431,0,1,0,68,65404.9915682968,3432,2017,0.30000000000000004
3432,1,0,0,62,96000.0,3433,2018,20.78
3433,0,1,0,59,65404.9915682968,3434,2017,2.85
3434,1,0,0,65,112000.0,3435,2017,29.99
3435,0,1,0,75,79000.0,3436,2018,20.15
3436,1,0,0,44,84000.0,3437,2015,21.17
3437,0,1,0,74,67000.0,3438,2017,6.22
3438,1,0,0,60,86000.0,3439,2017,0.0
3439,0,1,0,26,73000.0,3440,2015,1.23
3440,1,0,0,57,66000.0,3441,2017,22.17
3441,1,0,0,91,89000.0,3442,2018,19.9
3442,1,0,0,55,65404.9915682968,3443,2017,2.06
3443,1,0,0,62,46000.0,3444,2016,4.15
3444,0,1,0,79,47000.0,3445,2015,7.76
3445,0,1,0,33,51000.0,3446,2017,1.27
3446,1,0,0,72,65404.9915682968,3447,2018,4.33
3447,1,0,0,23,65000.0,3448,2018,2.31
3448,0,1,0,42,56000.0,3449,2018,14.14
3449,0,1,0,68,68000.0,3450,2017,19.83
3450,1,0,0,52,68000.0,3451,2016,10.56
3451,1,0,0,48,72000.0,3452,2017,13.79
3452,0,1,0,37,74000.0,3453,2017,15.24
3453,1,0,0,73,39000.0,3454,2017,4.04
3454,0,1,0,35,35000.0,3455,2017,2.63
3455,0,1,0,55,87000.0,3456,2015,21.64
3456,1,0,0,51,73000.0,3457,2018,0.2
3457,1,0,0,53,55000.0,3458,2018,18.98
3458,1,0,0,51,65404.9915682968,3459,2017,1.13
3459,0,1,0,59,48000.0,3460,2017,4.88
3460,1,0,0,56,110000.0,3461,2017,12.8
3461,0,1,0,54,67000.0,3462,2018,7.41
3462,0,1,0,47,54000.0,3463,2018,16.11
3463,1,0,0,44,65404.9915682968,3464,2016,5.24
3464,0,1,0,63,32000.0,3465,2018,0.88
3465,1,0,0,64,73000.0,3466,2016,24.02
3466,1,0,0,21,39000.0,3467,2015,1.03
3467,1,0,0,52,112000.0,3468,2016,22.64
3468,1,0,0,70,80000.0,3469,2015,16.88
3469,0,1,0,24,50000.0,3470,2018,7.67
3470,0,1,0,45,36000.0,3471,2016,5.15
3471,0,1,0,18,60000.0,3472,2013,4.19
3472,0,1,0,52,32000.0,3473,2017,0.18
3473,0,1,0,39,51000.0,3474,2017,14.64
3474,0,1,0,47,59000.0,3475,2017,11.7
3475,0,1,0,32,49000.0,3476,2016,19.72
3476,1,0,0,46,41000.0,3477,2017,4.43
3477,1,0,0,64,30000.0,3478,2018,10.01
3478,0,1,0,38,43000.0,3479,2018,4.5600000000000005
3479,0,1,0,51,71000.0,3480,2017,20.82
3480,0,1,0,65,50000.0,3481,2015,19.9
3481,1,0,0,78,85000.0,3482,2016,17.77
3482,1,0,0,40,56000.0,3483,2017,7.21
3483,0,0,1,47,65404.9915682968,3484,2017,0.46
3484,1,0,0,54,65000.0,3485,2018,11.1
3485,0,1,0,60,31000.0,3486,2014,5.27
3486,0,1,0,85,47000.0,3487,2017,4.95
3487,0,1,0,56,37000.0,3488,2018,0.09
3488,0,1,0,47,58000.0,3489,2017,0.86
3489,0,1,0,42,70000.0,3490,2017,3.89
3490,0,1,0,63,66000.0,3491,2018,3.5
3491,1,0,0,37,65404.9915682968,3492,2016,3.51
3492,0,1,0,22,38000.0,3493,2015,12.79
3493,0,1,0,19,32000.0,3494,2017,7.44
3494,0,0,1,76,65404.9915682968,3495,2018,1.94
3495,0,1,0,61,98000.0,3496,2017,28.03
3496,1,0,0,59,60000.0,3497,2017,11.98
3497,0,1,0,47,39000.0,3498,2018,11.69
3498,0,1,0,61,65404.9915682968,3499,2014,3.3
3499,1,0,0,51,77000.0,3500,2018,20.16
3500,1,0,0,69,33000.0,3501,2017,4.0
3501,0,1,0,26,47000.0,3502,2015,4.95
3502,1,0,0,33,65404.9915682968,3503,2015,0.28
3503,0,1,0,18,37000.0,3504,2018,2.88
3504,0,1,0,20,31000.0,3505,2017,2.34
3505,0,1,0,43,59000.0,3506,2017,23.36
3506,0,1,0,23,35000.0,3507,2018,0.41000000000000003
3507,1,0,0,57,34000.0,3508,2016,2.7800000000000002
3508,1,0,0,78,66000.0,3509,2018,6.78
3509,0,1,0,97,31000.0,3510,2017,0.52
3510,1,0,0,66,65404.9915682968,3511,2018,4.15
3511,0,1,0,36,74000.0,3512,2018,1.0
3512,0,1,0,85,50000.0,3513,2015,18.31
3513,1,0,0,69,55000.0,3514,2016,17.38
3514,0,1,0,66,40000.0,3515,2017,14.39
3515,0,1,0,39,31000.0,3516,2016,8.69
3516,0,1,0,37,65404.9915682968,3517,2018,0.88
3517,1,0,0,58,75000.0,3518,2017,33.48
3518,0,1,0,45,67000.0,3519,2017,11.98
3519,0,1,0,54,64000.0,3520,2017,17.71
3520,1,0,0,59,53000.0,3521,2018,12.03
3521,1,0,0,48,65404.9915682968,3522,2018,0.97
3522,0,1,0,24,55000.0,3523,2018,4.08
3523,0,1,0,61,62000.0,3524,2018,4.72
3524,0,1,0,74,54000.0,3525,2018,4.13
3525,0,1,0,65,65404.9915682968,3526,2018,0.8
3526,0,1,0,29,71000.0,3527,2016,14.34
3527,1,0,0,61,97000.0,3528,2017,21.71
3528,1,0,0,73,37000.0,3529,2018,6.7
3529,0,0,1,78,65404.9915682968,3530,2017,3.13
3530,1,0,0,52,51000.0,3531,2017,1.07
3531,1,0,0,73,84000.0,3532,2018,20.1
3532,1,0,0,54,75000.0,3533,2017,8.11
3533,1,0,0,81,57000.0,3534,2017,10.82
3534,1,0,0,64,72000.0,3535,2018,0.38
3535,0,1,0,65,78000.0,3536,2015,19.34
3536,0,1,0,65,74000.0,3537,2018,2.12
3537,0,1,0,29,65000.0,3538,2014,3.59
3538,0,1,0,33,44000.0,3539,2017,3.86
3539,0,1,0,74,61000.0,3540,2018,11.59
3540,0,1,0,64,44000.0,3541,2017,0.29
3541,0,1,0,50,89000.0,3542,2017,20.36
3542,0,0,1,36,65404.9915682968,3543,2016,0.05
3543,1,0,0,44,72000.0,3544,2016,12.89
3544,1,0,0,63,54000.0,3545,2014,7.93
3545,1,0,0,77,46000.0,3546,2018,3.22
3546,0,1,0,64,48000.0,3547,2018,15.43
3547,1,0,0,72,85000.0,3548,2015,26.91
3548,0,1,0,56,64000.0,3549,2017,20.29
3549,0,1,0,73,67000.0,3550,2017,11.49
3550,0,1,0,52,47000.0,3551,2018,5.68
3551,0,1,0,43,45000.0,3552,2018,7.86
3552,0,1,0,49,66000.0,3553,2016,14.88
3553,0,1,0,87,65000.0,3554,2016,18.25
3554,1,0,0,40,38000.0,3555,2018,2.84
3555,1,0,0,63,55000.0,3556,2014,7.05
3556,1,0,0,86,75000.0,3557,2016,19.48
3557,0,1,0,51,104000.0,3558,2017,23.37
3558,0,1,0,54,65404.9915682968,3559,2015,3.29
3559,1,0,0,53,106000.0,3560,2016,31.01
3560,0,1,0,62,68000.0,3561,2017,7.79
3561,0,1,0,56,72000.0,3562,2016,2.01
3562,1,0,0,55,65404.9915682968,3563,2017,2.2
3563,1,0,0,53,48000.0,3564,2017,5.74
3564,0,0,1,61,65404.9915682968,3565,2016,0.48
3565,1,0,0,61,65000.0,3566,2017,10.09
3566,1,0,0,59,77000.0,3567,2015,24.24
3567,1,0,0,121,65404.9915682968,3568,2016,0.35000000000000003
3568,0,0,1,32,65404.9915682968,3569,2017,0.36
3569,0,1,0,58,119000.0,3570,2017,45.44
3570,0,1,0,80,58000.0,3571,2015,10.35
3571,0,1,0,59,87000.0,3572,2018,0.0
3572,0,1,0,24,42000.0,3573,2018,3.55
3573,0,1,0,88,62000.0,3574,2016,1.17
3574,0,1,0,73,54000.0,3575,2017,0.87
3575,0,1,0,61,33000.0,3576,2018,5.29
3576,1,0,0,44,65404.9915682968,3577,2018,4.5
3577,0,1,0,56,50000.0,3578,2017,8.54
3578,1,0,0,71,87000.0,3579,2018,11.11
3579,0,1,0,43,65404.9915682968,3580,2017,1.98
3580,1,0,0,48,71000.0,3581,2017,0.84
3581,0,0,1,57,65404.9915682968,3582,2016,1.07
3582,1,0,0,78,81000.0,3583,2013,23.6
3583,1,0,0,53,88000.0,3584,2015,13.34
3584,1,0,0,49,71000.0,3585,2017,16.06
3585,0,1,0,72,92000.0,3586,2018,13.41
3586,1,0,0,75,115000.0,3587,2017,21.51
3587,0,1,0,25,61000.0,3588,2017,2.34
3588,1,0,0,47,50000.0,3589,2018,10.26
3589,1,0,0,45,74000.0,3590,2016,27.42
3590,1,0,0,59,68000.0,3591,2018,24.28
3591,1,0,0,92,37000.0,3592,2017,9.09
3592,0,1,0,50,38000.0,3593,2018,0.74
3593,1,0,0,73,53000.0,3594,2017,9.13
3594,1,0,0,50,65404.9915682968,3595,2017,0.47000000000000003
3595,1,0,0,58,88000.0,3596,2015,29.93
3596,0,1,0,22,57000.0,3597,2017,2.07
3597,0,1,0,67,45000.0,3598,2018,3.15
3598,0,1,0,30,48000.0,3599,2016,3.2
3599,0,1,0,45,46000.0,3600,2016,3.4
3600,1,0,0,58,73000.0,3601,2017,18.48
3601,1,0,0,62,52000.0,3602,2017,11.58
3602,1,0,0,91,71000.0,3603,2015,14.06
3603,0,1,0,70,68000.0,3604,2017,6.4
3604,1,0,0,78,65404.9915682968,3605,2016,0.06
3605,0,1,0,39,50000.0,3606,2013,2.59
3606,0,1,0,58,39000.0,3607,2014,0.23
3607,1,0,0,49,87000.0,3608,2017,18.29
3608,1,0,0,89,81000.0,3609,2017,22.63
3609,0,1,0,44,68000.0,3610,2015,13.71
3610,1,0,0,55,44000.0,3611,2017,14.35
3611,0,1,0,56,38000.0,3612,2015,2.51
3612,0,1,0,65,76000.0,3613,2017,0.0
3613,0,1,0,90,38000.0,3614,2018,6.83
3614,0,1,0,62,52000.0,3615,2015,11.57
3615,1,0,0,63,68000.0,3616,2017,14.09
3616,1,0,0,36,40000.0,3617,2018,6.55
3617,1,0,0,62,94000.0,3618,2017,0.0
3618,0,1,0,19,43000.0,3619,2016,20.9
3619,1,0,0,61,65404.9915682968,3620,2016,3.94
3620,0,1,0,76,118000.0,3621,2018,14.84
3621,0,1,0,43,51000.0,3622,2017,11.22
3622,0,1,0,24,50000.0,3623,2016,1.03
3623,1,0,0,83,58000.0,3624,2017,11.71
3624,0,1,0,67,34000.0,3625,2017,1.53
3625,1,0,0,35,45000.0,3626,2015,10.29
3626,0,1,0,65,61000.0,3627,2014,13.89
3627,1,0,0,58,109000.0,3628,2017,26.52
3628,0,1,0,43,72000.0,3629,2016,21.44
3629,1,0,0,71,89000.0,3630,2016,13.31
3630,1,0,0,69,85000.0,3631,2016,32.58
3631,0,1,0,67,38000.0,3632,2016,11.44
3632,1,0,0,48,94000.0,3633,2017,35.48
3633,0,1,0,43,34000.0,3634,2017,5.29
3634,0,1,0,23,42000.0,3635,2018,0.88
3635,1,0,0,75,109000.0,3636,2017,31.8
3636,1,0,0,32,64000.0,3637,2016,20.35
3637,0,1,0,58,79000.0,3638,2017,25.04
3638,1,0,0,62,40000.0,3639,2014,8.9
3639,0,1,0,41,42000.0,3640,2017,1.47
3640,0,1,0,42,68000.0,3641,2016,10.2
3641,0,1,0,27,32000.0,3642,2016,3.59
3642,0,1,0,63,84000.0,3643,2018,25.0
3643,0,1,0,43,34000.0,3644,2017,0.67
3644,0,1,0,21,47000.0,3645,2013,0.88
3645,1,0,0,93,65404.9915682968,3646,2015,1.92
3646,0,0,1,36,65404.9915682968,3647,2017,2.83
3647,0,1,0,70,79000.0,3648,2017,0.0
3648,1,0,0,67,65000.0,3649,2015,13.51
3649,0,1,0,71,69000.0,3650,2018,3.47
3650,0,1,0,30,60000.0,3651,2018,2.6
3651,0,1,0,38,65404.9915682968,3652,2018,10.14
3652,0,0,1,64,65404.9915682968,3653,2018,0.0
3653,0,1,0,36,64000.0,3654,2014,1.98
3654,0,1,0,72,48000.0,3655,2017,15.12
3655,0,1,0,58,54000.0,3656,2013,11.96
3656,0,1,0,22,72000.0,3657,2018,6.82
3657,0,1,0,45,86000.0,3658,2014,14.01
3658,1,0,0,39,52000.0,3659,2017,1.29
3659,0,1,0,66,88000.0,3660,2017,16.47
3660,0,1,0,45,62000.0,3661,2018,19.05
3661,1,0,0,41,56000.0,3662,2017,20.45
3662,1,0,0,20,54000.0,3663,2016,9.51
3663,0,1,0,56,56000.0,3664,2016,19.32
3664,1,0,0,73,113000.0,3665,2018,18.26
3665,1,0,0,65,48000.0,3666,2017,1.9300000000000002
3666,1,0,0,47,65404.9915682968,3667,2018,5.68
3667,1,0,0,88,69000.0,3668,2017,5.98
3668,0,1,0,64,67000.0,3669,2015,8.11
3669,0,0,1,42,65404.9915682968,3670,2016,2.73
3670,1,0,0,53,65000.0,3671,2017,22.02
3671,0,1,0,82,44000.0,3672,2018,8.14
3672,1,0,0,34,33000.0,3673,2017,8.86
3673,1,0,0,83,107000.0,3674,2016,27.77
3674,1,0,0,43,66000.0,3675,2017,15.15
3675,0,1,0,82,63000.0,3676,2017,1.74
3676,1,0,0,73,65404.9915682968,3677,2015,3.96
3677,0,1,0,56,55000.0,3678,2016,14.75
3678,1,0,0,59,95000.0,3679,2017,22.27
3679,0,1,0,55,62000.0,3680,2018,1.43
3680,1,0,0,65,97000.0,3681,2016,20.89
3681,1,0,0,68,68000.0,3682,2018,19.39
3682,0,1,0,47,40000.0,3683,2013,3.52
3683,1,0,0,36,35000.0,3684,2017,5.3
3684,1,0,0,40,71000.0,3685,2017,15.8
3685,1,0,0,54,55000.0,3686,2017,12.67
3686,0,1,0,71,59000.0,3687,2018,3.19
3687,0,1,0,80,65404.9915682968,3688,2018,0.14
3688,0,1,0,37,67000.0,3689,2015,3.46
3689,0,1,0,71,65404.9915682968,3690,2018,1.5
3690,0,1,0,54,58000.0,3691,2016,4.07
3691,0,1,0,49,72000.0,3692,2018,18.44
3692,0,1,0,72,62000.0,3693,2015,3.94
3693,0,1,0,35,35000.0,3694,2016,7.98
3694,0,1,0,58,61000.0,3695,2016,10.94
3695,0,1,0,73,71000.0,3696,2017,0.0
3696,1,0,0,55,119000.0,3697,2016,20.77
3697,0,1,0,59,65404.9915682968,3698,2017,9.02
3698,0,1,0,42,86000.0,3699,2017,16.47
3699,0,1,0,57,83000.0,3700,2018,9.46
3700,0,1,0,19,53000.0,3701,2017,2.2
3701,1,0,0,58,46000.0,3702,2016,8.11
3702,1,0,0,63,65000.0,3703,2018,17.88
3703,1,0,0,66,87000.0,3704,2016,16.96
3704,1,0,0,60,65000.0,3705,2017,16.39
3705,0,1,0,51,75000.0,3706,2017,26.86
3706,0,1,0,46,46000.0,3707,2013,5.2
3707,0,1,0,81,76000.0,3708,2018,19.21
3708,1,0,0,37,58000.0,3709,2016,8.65
3709,0,1,0,59,65404.9915682968,3710,2015,1.17
3710,0,1,0,21,58000.0,3711,2018,3.24
3711,1,0,0,77,62000.0,3712,2017,20.4
3712,1,0,0,18,40000.0,3713,2014,0.53
3713,1,0,0,70,71000.0,3714,2018,9.09
3714,0,1,0,52,65404.9915682968,3715,2017,1.24
3715,0,1,0,57,95000.0,3716,2017,25.7
3716,1,0,0,62,58000.0,3717,2017,7.44
3717,0,1,0,21,71000.0,3718,2018,2.67
3718,1,0,0,69,53000.0,3719,2016,12.35
3719,1,0,0,46,65404.9915682968,3720,2017,0.84
3720,0,1,0,62,64000.0,3721,2016,14.13
3721,0,1,0,48,71000.0,3722,2015,2.79
3722,0,1,0,21,60000.0,3723,2017,3.7
3723,0,1,0,75,94000.0,3724,2017,29.39
3724,1,0,0,82,73000.0,3725,2018,5.49
3725,0,1,0,56,30000.0,3726,2017,16.42
3726,0,1,0,45,60000.0,3727,2017,18.72
3727,0,1,0,65,65404.9915682968,3728,2017,0.05
3728,0,0,1,23,65404.9915682968,3729,2018,0.0
3729,1,0,0,28,32000.0,3730,2017,20.89
3730,1,0,0,56,60000.0,3731,2017,1.54
3731,1,0,0,49,51000.0,3732,2018,0.0
3732,0,1,0,38,65404.9915682968,3733,2017,6.84
3733,1,0,0,43,65404.9915682968,3734,2016,4.67
3734,0,1,0,61,99000.0,3735,2017,16.75
3735,1,0,0,35,33000.0,3736,2015,6.79
3736,0,1,0,35,64000.0,3737,2018,13.95
3737,0,1,0,44,49000.0,3738,2017,0.93
3738,0,1,0,30,31000.0,3739,2018,3.26
3739,0,1,0,58,33000.0,3740,2018,2.4
3740,0,1,0,35,41000.0,3741,2014,4.78
3741,1,0,0,58,91000.0,3742,2017,20.98
3742,1,0,0,45,82000.0,3743,2013,26.35
3743,0,0,1,62,65000.0,3744,2016,13.27
3744,0,1,0,66,52000.0,3745,2016,4.46
3745,1,0,0,64,80000.0,3746,2016,25.86
3746,0,1,0,65,65404.9915682968,3747,2017,2.25
3747,0,1,0,27,32000.0,3748,2018,0.5
3748,0,1,0,24,51000.0,3749,2015,0.65
3749,0,1,0,25,44000.0,3750,2017,3.26
3750,0,1,0,83,62000.0,3751,2018,5.87
3751,0,1,0,49,67000.0,3752,2017,20.43
3752,0,1,0,70,93000.0,3753,2014,21.18
3753,1,0,0,71,97000.0,3754,2016,36.6
3754,0,1,0,27,37000.0,3755,2017,0.0
3755,0,1,0,52,37000.0,3756,2015,1.2
3756,1,0,0,22,49000.0,3757,2017,3.98
3757,1,0,0,73,65404.9915682968,3758,2018,3.16
3758,0,1,0,48,32000.0,3759,2017,0.34
3759,1,0,0,57,102000.0,3760,2015,26.74
3760,0,1,0,63,51000.0,3761,2018,8.5
3761,0,1,0,58,79000.0,3762,2016,30.01
3762,0,1,0,60,66000.0,3763,2017,21.9
3763,1,0,0,85,80000.0,3764,2018,19.99
3764,0,0,1,57,65404.9915682968,3765,2018,0.6900000000000001
3765,0,1,0,54,51000.0,3766,2017,21.07
3766,1,0,0,92,108000.0,3767,2016,17.98
3767,0,1,0,19,54000.0,3768,2017,0.8300000000000001
3768,1,0,0,73,36000.0,3769,2018,7.27
3769,0,1,0,51,44000.0,3770,2018,4.06
3770,0,1,0,36,38000.0,3771,2017,3.36
3771,1,0,0,92,87000.0,3772,2017,16.63
3772,1,0,0,65,80000.0,3773,2018,0.0
3773,0,1,0,62,40000.0,3774,2017,3.35
3774,1,0,0,81,79000.0,3775,2018,18.67
3775,0,1,0,53,70000.0,3776,2014,23.49
3776,1,0,0,55,75000.0,3777,2016,30.43
3777,0,1,0,61,35000.0,3778,2018,4.94
3778,1,0,0,71,65404.9915682968,3779,2017,2.9699999999999998
3779,0,1,0,32,68000.0,3780,2017,4.72
3780,0,1,0,54,71000.0,3781,2017,13.34
3781,0,0,1,63,65404.9915682968,3782,2018,6.88
3782,0,1,0,65,50000.0,3783,2014,0.24
3783,0,0,1,47,65404.9915682968,3784,2016,9.39
3784,1,0,0,65,88000.0,3785,2017,32.28
3785,1,0,0,72,93000.0,3786,2018,0.0
3786,0,0,1,51,65404.9915682968,3787,2017,3.5300000000000002
3787,0,1,0,48,78000.0,3788,2016,10.09
3788,0,1,0,58,54000.0,3789,2017,17.99
3789,1,0,0,79,72000.0,3790,2016,0.0
3790,1,0,0,56,90000.0,3791,2018,21.75
3791,1,0,0,44,53000.0,3792,2017,13.62
3792,0,1,0,55,57000.0,3793,2017,19.87
3793,0,1,0,33,72000.0,3794,2017,18.41
3794,1,0,0,24,72000.0,3795,2016,19.55
3795,1,0,0,48,75000.0,3796,2017,24.65
3796,1,0,0,63,65404.9915682968,3797,2017,4.39
3797,1,0,0,56,118000.0,3798,2017,38.32
3798,0,1,0,55,32000.0,3799,2017,4.58
3799,1,0,0,70,84000.0,3800,2018,16.67
3800,0,1,0,62,55000.0,3801,2017,0.71
3801,1,0,0,46,65404.9915682968,3802,2018,1.38
3802,1,0,0,58,39000.0,3803,2015,5.07
3803,0,1,0,62,52000.0,3804,2017,1.12
3804,1,0,0,84,100000.0,3805,2017,37.39
3805,1,0,0,38,44000.0,3806,2018,1.16
3806,0,1,0,60,85000.0,3807,2018,14.14
3807,0,1,0,54,60000.0,3808,2017,4.88
3808,1,0,0,59,103000.0,3809,2016,13.93
3809,0,1,0,83,103000.0,3810,2017,34.32
3810,0,1,0,64,54000.0,3811,2017,4.8100000000000005
3811,1,0,0,35,65404.9915682968,3812,2018,1.54
3812,1,0,0,47,41000.0,3813,2015,8.9
3813,0,1,0,50,46000.0,3814,2018,13.86
3814,0,1,0,48,64000.0,3815,2017,0.92
3815,1,0,0,26,41000.0,3816,2017,2.47
3816,0,1,0,41,65404.9915682968,3817,2017,3.83
3817,1,0,0,83,41000.0,3818,2017,8.12
3818,1,0,0,90,89000.0,3819,2017,18.52
3819,1,0,0,60,97000.0,3820,2017,20.91
3820,1,0,0,51,85000.0,3821,2017,35.65
3821,0,1,0,40,50000.0,3822,2017,0.31
3822,0,1,0,40,70000.0,3823,2017,27.3
3823,1,0,0,62,101000.0,3824,2016,23.06
3824,0,1,0,37,64000.0,3825,2017,0.98
3825,1,0,0,53,91000.0,3826,2017,32.2
3826,1,0,0,50,55000.0,3827,2018,2.15
3827,1,0,0,39,74000.0,3828,2018,21.74
3828,1,0,0,46,65404.9915682968,3829,2018,0.68
3829,0,1,0,36,36000.0,3830,2017,1.9
3830,0,1,0,61,54000.0,3831,2017,2.01
3831,1,0,0,56,72000.0,3832,2016,17.23
3832,1,0,0,61,115000.0,3833,2017,35.44
3833,0,1,0,22,35000.0,3834,2016,8.01
3834,0,1,0,62,74000.0,3835,2015,8.13
3835,0,1,0,48,65404.9915682968,3836,2017,0.0
3836,0,1,0,68,65404.9915682968,3837,2017,1.46
3837,0,1,0,70,84000.0,3838,2017,21.19
3838,0,1,0,83,96000.0,3839,2018,31.7
3839,1,0,0,94,31000.0,3840,2016,6.02
3840,0,1,0,46,50000.0,3841,2017,1.08
3841,1,0,0,69,48000.0,3842,2016,0.64
3842,0,1,0,59,43000.0,3843,2017,0.19
3843,0,1,0,81,120000.0,3844,2016,28.73
3844,1,0,0,51,43000.0,3845,2018,9.55
3845,1,0,0,48,54000.0,3846,2017,18.73
3846,0,1,0,60,92000.0,3847,2017,39.86
3847,0,1,0,40,65000.0,3848,2016,19.01
3848,1,0,0,24,61000.0,3849,2017,6.87
3849,0,1,0,43,87000.0,3850,2017,21.84
3850,0,1,0,60,83000.0,3851,2017,12.74
3851,1,0,0,22,49000.0,3852,2016,14.71
3852,0,1,0,24,53000.0,3853,2018,0.55
3853,1,0,0,58,65404.9915682968,3854,2018,1.3
3854,1,0,0,94,75000.0,3855,2014,0.17
3855,1,0,0,26,57000.0,3856,2017,17.16
3856,0,1,0,26,62000.0,3857,2018,0.54
3857,0,1,0,52,56000.0,3858,2017,33.67
3858,0,1,0,73,41000.0,3859,2013,1.37
3859,0,1,0,48,72000.0,3860,2016,11.45
3860,1,0,0,65,39000.0,3861,2014,0.55
3861,1,0,0,38,85000.0,3862,2016,20.68
3862,0,1,0,23,65404.9915682968,3863,2017,0.1
3863,0,1,0,49,50000.0,3864,2016,1.3900000000000001
3864,0,1,0,54,35000.0,3865,2018,5.59
3865,0,1,0,54,57000.0,3866,2017,3.62
3866,0,1,0,58,40000.0,3867,2014,0.24
3867,0,1,0,51,65000.0,3868,2018,4.43
3868,0,1,0,49,39000.0,3869,2017,4.86
3869,1,0,0,55,86000.0,3870,2016,25.85
3870,0,1,0,57,31000.0,3871,2017,8.56
3871,0,1,0,61,52000.0,3872,2017,4.28
3872,1,0,0,67,43000.0,3873,2017,1.8
3873,1,0,0,35,34000.0,3874,2016,8.64
3874,1,0,0,72,65404.9915682968,3875,2014,1.97
3875,0,1,0,33,32000.0,3876,2016,9.06
3876,1,0,0,53,110000.0,3877,2018,20.34
3877,1,0,0,61,87000.0,3878,2015,37.58
3878,0,1,0,59,59000.0,3879,2015,18.2
3879,1,0,0,51,114000.0,3880,2016,19.68
3880,1,0,0,73,65404.9915682968,3881,2017,0.0
3881,0,1,0,63,38000.0,3882,2016,6.18
3882,0,1,0,86,80000.0,3883,2017,27.2
3883,0,0,1,68,65404.9915682968,3884,2016,1.54
3884,0,1,0,49,56000.0,3885,2017,17.57
3885,1,0,0,71,96000.0,3886,2018,27.75
3886,0,1,0,62,80000.0,3887,2018,31.08
3887,0,1,0,78,33000.0,3888,2017,3.04
3888,0,1,0,45,65404.9915682968,3889,2017,3.09
3889,1,0,0,54,108000.0,3890,2017,30.1
3890,0,1,0,68,37000.0,3891,2017,5.13
3891,1,0,0,88,89000.0,3892,2017,42.4
3892,0,0,1,46,65404.9915682968,3893,2017,1.6099999999999999
3893,0,0,1,44,65404.9915682968,3894,2018,1.17
3894,0,1,0,33,72000.0,3895,2018,1.32
3895,0,1,0,42,36000.0,3896,2015,10.81
3896,0,1,0,28,70000.0,3897,2017,1.62
3897,1,0,0,51,50000.0,3898,2016,5.49
3898,0,1,0,41,97000.0,3899,2017,27.28
3899,1,0,0,37,58000.0,3900,2017,17.92
3900,0,1,0,61,55000.0,3901,2014,12.54
3901,0,1,0,46,53000.0,3902,2016,6.86
3902,0,1,0,18,36000.0,3903,2016,11.96
3903,0,1,0,20,43000.0,3904,2017,10.61
3904,1,0,0,44,65404.9915682968,3905,2016,5.85
3905,1,0,0,86,100000.0,3906,2018,27.76
3906,1,0,0,53,83000.0,3907,2016,24.62
3907,1,0,0,69,75000.0,3908,2017,8.37
3908,0,1,0,28,50000.0,3909,2015,0.72
3909,0,1,0,67,79000.0,3910,2016,961.21
3910,1,0,0,41,50000.0,3911,2017,21.27
3911,1,0,0,78,99000.0,3912,2017,25.26
3912,0,1,0,47,39000.0,3913,2018,3.63
